id,date,item_id,sales_qty
147,2020-06-01 00:00:00,22987,1
148,2020-06-01 00:00:00,20478,1
149,2020-06-01 00:00:00,18630,1
150,2020-06-01 00:00:00,31812,2
151,2020-06-01 00:00:00,29151,2
152,2020-06-01 00:00:00,4091,7
153,2020-06-01 00:00:00,1782,1
154,2020-06-01 00:00:00,24763,1
155,2020-06-01 00:00:00,13027,1
156,2020-06-01 00:00:00,22963,1
157,2020-06-01 00:00:00,21146,1
158,2020-06-01 00:00:00,1782,2
159,2020-06-01 00:00:00,2692,3
160,2020-06-01 00:00:00,19281,3
161,2020-06-01 00:00:00,17419,1
162,2020-06-01 00:00:00,1732,1
163,2020-06-01 00:00:00,31073,2
164,2020-06-01 00:00:00,21690,1
165,2020-06-01 00:00:00,2692,1
166,2020-06-01 00:00:00,2692,4
167,2020-06-01 00:00:00,3039,1
168,2020-06-01 00:00:00,12528,1
169,2020-06-01 00:00:00,1970,1
170,2020-06-01 00:00:00,13676,1
171,2020-06-01 00:00:00,1970,1
172,2020-06-01 00:00:00,22987,1
173,2020-06-01 00:00:00,18630,1
174,2020-06-01 00:00:00,17419,1
175,2020-06-01 00:00:00,637,1
176,2020-06-01 00:00:00,28140,1
177,2020-06-01 00:00:00,11251,1
178,2020-06-01 00:00:00,2761,1
179,2020-06-01 00:00:00,31265,2
180,2020-06-01 00:00:00,31812,5
181,2020-06-01 00:00:00,18796,1
182,2020-06-01 00:00:00,3039,1
183,2020-06-01 00:00:00,11188,4
184,2020-06-01 00:00:00,6112,3
185,2020-06-01 00:00:00,13675,1
186,2020-06-01 00:00:00,3039,2
187,2020-06-01 00:00:00,18630,2
188,2020-06-01 00:00:00,10961,1
189,2020-06-01 00:00:00,11199,4
190,2020-06-01 00:00:00,18630,4
191,2020-06-01 00:00:00,1782,1
192,2020-06-01 00:00:00,637,1
193,2020-06-01 00:00:00,16972,1
194,2020-06-01 00:00:00,13676,1
195,2020-06-01 00:00:00,17419,2
196,2020-06-01 00:00:00,13027,1
197,2020-06-01 00:00:00,29151,1
198,2020-06-01 00:00:00,1732,1
199,2020-06-01 00:00:00,11251,2
200,2020-06-01 00:00:00,10961,2
201,2020-06-01 00:00:00,20209,1
202,2020-06-01 00:00:00,24299,1
203,2020-06-01 00:00:00,20131,1
204,2020-06-01 00:00:00,18630,1
205,2020-06-01 00:00:00,17419,2
206,2020-06-01 00:00:00,17419,1
207,2020-06-01 00:00:00,22963,1
208,2020-06-01 00:00:00,29657,7
209,2020-06-01 00:00:00,16059,2
210,2020-06-01 00:00:00,18630,4
211,2020-06-01 00:00:00,2113,2
212,2020-06-01 00:00:00,12528,1
213,2020-06-01 00:00:00,1970,1
214,2020-06-01 00:00:00,13676,1
215,2020-06-01 00:00:00,30511,1
216,2020-06-01 00:00:00,23582,3
217,2020-06-01 00:00:00,18630,1
218,2020-06-01 00:00:00,29657,8
219,2020-06-01 00:00:00,20131,1
220,2020-06-01 00:00:00,3320,1
221,2020-06-01 00:00:00,25993,1
222,2020-06-01 00:00:00,27179,3
223,2020-06-01 00:00:00,24763,1
224,2020-06-01 00:00:00,24299,1
225,2020-06-01 00:00:00,5221,2
226,2020-06-01 00:00:00,23050,3
227,2020-06-01 00:00:00,10961,1
228,2020-06-01 00:00:00,24051,1
229,2020-06-01 00:00:00,18630,1
230,2020-06-01 00:00:00,1782,2
231,2020-06-01 00:00:00,10961,1
232,2020-06-01 00:00:00,30511,1
233,2020-06-01 00:00:00,20478,1
234,2020-06-01 00:00:00,17419,1
235,2020-06-01 00:00:00,23582,3
236,2020-06-01 00:00:00,12528,1
237,2020-06-01 00:00:00,11251,1
238,2020-06-01 00:00:00,395,1
239,2020-06-01 00:00:00,3320,3
240,2020-06-01 00:00:00,3039,1
241,2020-06-01 00:00:00,19267,1
242,2020-06-01 00:00:00,18630,2
243,2020-06-01 00:00:00,18630,1
244,2020-06-01 00:00:00,11188,1
245,2020-06-01 00:00:00,22963,3
246,2020-06-01 00:00:00,20131,2
247,2020-06-01 00:00:00,395,1
248,2020-06-01 00:00:00,4091,2
249,2020-06-01 00:00:00,13027,1
250,2020-06-01 00:00:00,26503,1
251,2020-06-01 00:00:00,29657,1
252,2020-06-01 00:00:00,24051,1
253,2020-06-01 00:00:00,1782,1
254,2020-06-01 00:00:00,11251,8
255,2020-06-01 00:00:00,18630,2
256,2020-06-01 00:00:00,24763,1
257,2020-06-01 00:00:00,11251,2
258,2020-06-01 00:00:00,2627,1
259,2020-06-01 00:00:00,20131,1
260,2020-06-01 00:00:00,26503,1
261,2020-06-01 00:00:00,14005,2
262,2020-06-01 00:00:00,2517,1
263,2020-06-01 00:00:00,19267,6
264,2020-06-01 00:00:00,18630,1
265,2020-06-01 00:00:00,13459,1
266,2020-06-01 00:00:00,20150,5
267,2020-06-01 00:00:00,24763,1
268,2020-06-01 00:00:00,31812,1
269,2020-06-01 00:00:00,29151,1
270,2020-06-01 00:00:00,28140,1
271,2020-06-01 00:00:00,23582,4
272,2020-06-01 00:00:00,1782,1
273,2020-06-01 00:00:00,1970,1
274,2020-06-01 00:00:00,1782,1
275,2020-06-01 00:00:00,1970,3
276,2020-06-01 00:00:00,23582,3
277,2020-06-01 00:00:00,13027,1
278,2020-06-01 00:00:00,23050,5
279,2020-06-01 00:00:00,16059,1
280,2020-06-01 00:00:00,29657,1
281,2020-06-01 00:00:00,17419,1
282,2020-06-01 00:00:00,1970,1
283,2020-06-01 00:00:00,31812,1
284,2020-06-01 00:00:00,5221,1
285,2020-06-01 00:00:00,21690,1
286,2020-06-01 00:00:00,19976,1
287,2020-06-01 00:00:00,24763,2
288,2020-06-01 00:00:00,11188,1
289,2020-06-01 00:00:00,3039,1
290,2020-06-01 00:00:00,31812,1
291,2020-06-01 00:00:00,31073,1
292,2020-06-01 00:00:00,26503,3
293,2020-06-01 00:00:00,1970,1
294,2020-06-01 00:00:00,17089,1
295,2020-06-01 00:00:00,20131,3
296,2020-06-01 00:00:00,23582,2
297,2020-06-01 00:00:00,26503,1
298,2020-06-01 00:00:00,24051,1
299,2020-06-01 00:00:00,11188,3
300,2020-06-01 00:00:00,23148,1
301,2020-06-01 00:00:00,24051,1
302,2020-06-01 00:00:00,23050,1
303,2020-06-01 00:00:00,28522,1
304,2020-06-01 00:00:00,13675,1
305,2020-06-01 00:00:00,31702,3
306,2020-06-01 00:00:00,31073,1
307,2020-06-01 00:00:00,18630,1
308,2020-06-01 00:00:00,17419,1
309,2020-06-01 00:00:00,23148,1
310,2020-06-01 00:00:00,27179,2
311,2020-06-01 00:00:00,19768,3
312,2020-06-01 00:00:00,1782,2
313,2020-06-01 00:00:00,1782,1
314,2020-06-01 00:00:00,10961,1
315,2020-06-01 00:00:00,18630,1
316,2020-06-01 00:00:00,30511,1
317,2020-06-01 00:00:00,20478,1
318,2020-06-01 00:00:00,26503,1
319,2020-06-01 00:00:00,16059,1
320,2020-06-01 00:00:00,11251,1
321,2020-06-01 00:00:00,5221,1
322,2020-06-01 00:00:00,18630,1
323,2020-06-01 00:00:00,18630,4
324,2020-06-01 00:00:00,1970,1
325,2020-06-01 00:00:00,18630,3
326,2020-06-01 00:00:00,27179,1
327,2020-06-01 00:00:00,17089,1
328,2020-06-01 00:00:00,2517,1
329,2020-06-01 00:00:00,2113,3
330,2020-06-01 00:00:00,29657,5
331,2020-06-01 00:00:00,17089,1
332,2020-06-01 00:00:00,31812,1
333,2020-06-01 00:00:00,17089,1
334,2020-06-01 00:00:00,25993,1
335,2020-06-01 00:00:00,16162,1
336,2020-06-01 00:00:00,16059,3
337,2020-06-01 00:00:00,30712,1
338,2020-06-01 00:00:00,20131,1
339,2020-06-01 00:00:00,23582,1
340,2020-06-01 00:00:00,6112,1
341,2020-06-01 00:00:00,29657,2
342,2020-06-01 00:00:00,30712,1
343,2020-06-01 00:00:00,30511,1
344,2020-06-01 00:00:00,29657,5
345,2020-06-01 00:00:00,20478,2
346,2020-06-01 00:00:00,24763,1
347,2020-06-01 00:00:00,16059,1
348,2020-06-01 00:00:00,18630,1
349,2020-06-01 00:00:00,2692,2
350,2020-06-01 00:00:00,17089,1
351,2020-06-01 00:00:00,1782,1
352,2020-06-01 00:00:00,2517,1
353,2020-06-01 00:00:00,16059,1
354,2020-06-01 00:00:00,18796,1
355,2020-06-01 00:00:00,24763,1
356,2020-06-01 00:00:00,12528,1
357,2020-06-01 00:00:00,16059,1
358,2020-06-01 00:00:00,24299,1
359,2020-06-01 00:00:00,637,2
360,2020-06-01 00:00:00,20131,2
361,2020-06-01 00:00:00,17089,1
362,2020-06-01 00:00:00,16059,1
363,2020-06-01 00:00:00,3320,1
364,2020-06-01 00:00:00,31702,3
365,2020-06-01 00:00:00,23148,1
366,2020-06-01 00:00:00,28715,1
367,2020-06-01 00:00:00,28137,3
368,2020-06-01 00:00:00,20131,1
369,2020-06-01 00:00:00,1782,1
370,2020-06-01 00:00:00,17419,1
371,2020-06-01 00:00:00,28140,1
372,2020-06-01 00:00:00,29657,5
373,2020-06-01 00:00:00,24763,3
374,2020-06-01 00:00:00,16059,1
375,2020-06-01 00:00:00,23148,1
376,2020-06-01 00:00:00,1782,1
377,2020-06-01 00:00:00,5221,1
378,2020-06-01 00:00:00,29657,3
379,2020-06-01 00:00:00,28522,1
380,2020-06-01 00:00:00,31812,1
381,2020-06-01 00:00:00,29657,8
382,2020-06-01 00:00:00,29657,2
383,2020-06-01 00:00:00,17419,1
384,2020-06-01 00:00:00,395,3
385,2020-06-01 00:00:00,17419,1
386,2020-06-01 00:00:00,24051,1
387,2020-06-01 00:00:00,18630,1
388,2020-06-01 00:00:00,29657,1
389,2020-06-01 00:00:00,3039,1
390,2020-06-01 00:00:00,29657,4
391,2020-06-01 00:00:00,27179,2
392,2020-06-01 00:00:00,20131,1
393,2020-06-01 00:00:00,28522,1
394,2020-06-01 00:00:00,5221,2
395,2020-06-01 00:00:00,27179,1
396,2020-06-01 00:00:00,12528,1
397,2020-06-01 00:00:00,12964,1
398,2020-06-01 00:00:00,6923,1
399,2020-06-01 00:00:00,6923,1
400,2020-06-01 00:00:00,17089,1
401,2020-06-01 00:00:00,1970,2
402,2020-06-01 00:00:00,19768,2
403,2020-06-01 00:00:00,29657,1
404,2020-06-01 00:00:00,12528,1
405,2020-06-01 00:00:00,1970,1
406,2020-06-01 00:00:00,31265,4
407,2020-06-01 00:00:00,31265,3
408,2020-06-01 00:00:00,12528,1
409,2020-06-01 00:00:00,16972,1
410,2020-06-01 00:00:00,1782,2
411,2020-06-01 00:00:00,23050,1
412,2020-06-01 00:00:00,23582,1
413,2020-06-01 00:00:00,21146,1
414,2020-06-01 00:00:00,11251,2
415,2020-06-01 00:00:00,16972,1
416,2020-06-01 00:00:00,24763,1
417,2020-06-01 00:00:00,24763,1
418,2020-06-01 00:00:00,17089,1
419,2020-06-01 00:00:00,17089,1
420,2020-06-01 00:00:00,16059,1
421,2020-06-01 00:00:00,24051,3
422,2020-06-01 00:00:00,23050,1
423,2020-06-01 00:00:00,24051,2
424,2020-06-01 00:00:00,19267,3
425,2020-06-01 00:00:00,1970,1
426,2020-06-01 00:00:00,31073,1
427,2020-06-01 00:00:00,18630,1
428,2020-06-01 00:00:00,8705,2
429,2020-06-01 00:00:00,31073,1
430,2020-06-01 00:00:00,11251,5
431,2020-06-01 00:00:00,31683,1
432,2020-06-01 00:00:00,29151,1
433,2020-06-01 00:00:00,1970,1
434,2020-06-01 00:00:00,19267,1
435,2020-06-01 00:00:00,26503,3
436,2020-06-01 00:00:00,29151,4
437,2020-06-01 00:00:00,23050,1
438,2020-06-01 00:00:00,25993,1
439,2020-06-01 00:00:00,637,1
440,2020-06-01 00:00:00,23050,1
441,2020-06-01 00:00:00,18630,2
442,2020-06-01 00:00:00,11251,2
443,2020-06-01 00:00:00,31073,1
444,2020-06-01 00:00:00,18630,4
445,2020-06-01 00:00:00,29657,3
446,2020-06-01 00:00:00,23582,2
447,2020-06-01 00:00:00,1732,1
448,2020-06-01 00:00:00,13027,1
449,2020-06-01 00:00:00,24890,1
450,2020-06-01 00:00:00,23050,2
451,2020-06-01 00:00:00,13027,1
452,2020-06-01 00:00:00,20131,1
453,2020-06-01 00:00:00,12964,1
454,2020-06-01 00:00:00,29657,1
455,2020-06-01 00:00:00,17419,1
456,2020-06-01 00:00:00,24763,1
457,2020-06-01 00:00:00,19267,1
458,2020-06-01 00:00:00,2787,1
459,2020-06-01 00:00:00,18954,2
460,2020-06-01 00:00:00,19267,8
461,2020-06-01 00:00:00,1782,3
462,2020-06-01 00:00:00,4832,1
463,2020-06-01 00:00:00,20131,2
464,2020-06-01 00:00:00,20131,1
465,2020-06-01 00:00:00,24299,1
466,2020-06-01 00:00:00,30712,1
467,2020-06-01 00:00:00,16059,1
468,2020-06-01 00:00:00,16059,1
469,2020-06-01 00:00:00,18630,1
470,2020-06-01 00:00:00,22987,1
471,2020-06-01 00:00:00,28140,1
472,2020-06-01 00:00:00,18630,1
473,2020-06-01 00:00:00,17419,2
474,2020-06-01 00:00:00,30511,1
475,2020-06-01 00:00:00,30511,1
476,2020-06-01 00:00:00,22963,1
477,2020-06-01 00:00:00,22963,1
478,2020-06-01 00:00:00,29657,1
479,2020-06-01 00:00:00,11199,1
480,2020-06-01 00:00:00,31702,8
481,2020-06-01 00:00:00,19281,2
482,2020-06-01 00:00:00,31702,2
483,2020-06-01 00:00:00,20131,1
484,2020-06-01 00:00:00,2517,1
485,2020-06-01 00:00:00,8705,1
486,2020-06-01 00:00:00,2787,1
487,2020-06-01 00:00:00,1782,1
488,2020-06-01 00:00:00,23148,1
489,2020-06-01 00:00:00,8705,1
490,2020-06-01 00:00:00,3320,1
491,2020-06-01 00:00:00,1782,1
492,2020-06-01 00:00:00,29657,2
493,2020-06-01 00:00:00,19281,4
494,2020-06-01 00:00:00,16059,2
495,2020-06-01 00:00:00,20131,1
496,2020-06-01 00:00:00,18630,6
497,2020-06-01 00:00:00,20131,2
498,2020-06-01 00:00:00,31702,2
499,2020-06-01 00:00:00,1970,1
500,2020-06-01 00:00:00,1970,1
501,2020-06-01 00:00:00,2692,1
502,2020-06-01 00:00:00,29151,1
503,2020-06-01 00:00:00,23148,1
504,2020-06-01 00:00:00,18630,1
505,2020-06-01 00:00:00,16972,1
506,2020-06-01 00:00:00,1970,1
507,2020-06-01 00:00:00,1970,1
508,2020-06-01 00:00:00,1782,1
509,2020-06-01 00:00:00,23050,1
510,2020-06-01 00:00:00,18630,1
511,2020-06-01 00:00:00,28522,1
512,2020-06-01 00:00:00,11188,2
513,2020-06-01 00:00:00,19281,1
514,2020-06-01 00:00:00,19281,3
515,2020-06-01 00:00:00,29657,5
516,2020-06-01 00:00:00,20209,1
517,2020-06-01 00:00:00,10961,1
518,2020-06-01 00:00:00,20131,1
519,2020-06-01 00:00:00,2787,1
520,2020-06-01 00:00:00,19976,1
521,2020-06-01 00:00:00,395,2
522,2020-06-01 00:00:00,13459,1
523,2020-06-01 00:00:00,20131,3
524,2020-06-01 00:00:00,20131,1
525,2020-06-01 00:00:00,24763,1
526,2020-06-01 00:00:00,23050,1
527,2020-06-01 00:00:00,2787,1
528,2020-06-01 00:00:00,20478,2
529,2020-06-01 00:00:00,11188,2
530,2020-06-01 00:00:00,1732,1
531,2020-06-01 00:00:00,11188,1
532,2020-06-01 00:00:00,637,3
533,2020-06-01 00:00:00,6112,1
534,2020-06-01 00:00:00,24763,1
535,2020-06-01 00:00:00,31702,1
536,2020-06-01 00:00:00,18630,2
537,2020-06-01 00:00:00,28522,2
538,2020-06-01 00:00:00,21690,4
539,2020-06-01 00:00:00,18630,1
540,2020-06-01 00:00:00,29657,3
541,2020-06-01 00:00:00,19976,3
542,2020-06-01 00:00:00,29657,1
543,2020-06-01 00:00:00,26503,1
544,2020-06-01 00:00:00,13027,1
545,2020-06-01 00:00:00,11251,1
546,2020-06-01 00:00:00,20478,1
547,2020-06-01 00:00:00,395,1
548,2020-06-01 00:00:00,14005,5
549,2020-06-01 00:00:00,17089,1
550,2020-06-01 00:00:00,3039,1
551,2020-06-01 00:00:00,13676,1
552,2020-06-01 00:00:00,1782,1
553,2020-06-01 00:00:00,11199,3
554,2020-06-01 00:00:00,637,2
555,2020-06-01 00:00:00,11251,5
556,2020-06-01 00:00:00,2517,1
557,2020-06-01 00:00:00,3320,1
558,2020-06-01 00:00:00,23050,1
559,2020-06-01 00:00:00,19281,2
560,2020-06-01 00:00:00,17089,1
561,2020-06-01 00:00:00,20131,1
562,2020-06-01 00:00:00,13027,1
563,2020-06-01 00:00:00,20209,1
564,2020-06-01 00:00:00,26503,4
565,2020-06-01 00:00:00,20131,3
566,2020-06-01 00:00:00,1782,1
567,2020-06-01 00:00:00,11199,1
568,2020-06-01 00:00:00,20209,1
569,2020-06-01 00:00:00,20131,1
570,2020-06-01 00:00:00,31812,1
571,2020-06-01 00:00:00,25993,1
572,2020-06-01 00:00:00,395,1
573,2020-06-01 00:00:00,1782,2
574,2020-06-01 00:00:00,20131,3
575,2020-06-01 00:00:00,12773,1
576,2020-06-01 00:00:00,24763,1
577,2020-06-01 00:00:00,8705,1
578,2020-06-01 00:00:00,2517,1
579,2020-06-01 00:00:00,13675,1
580,2020-06-01 00:00:00,20478,1
581,2020-06-01 00:00:00,31683,1
582,2020-06-01 00:00:00,12528,1
583,2020-06-01 00:00:00,31702,2
584,2020-06-01 00:00:00,29657,4
585,2020-06-01 00:00:00,11251,1
586,2020-06-01 00:00:00,3320,1
587,2020-06-01 00:00:00,2692,2
588,2020-06-01 00:00:00,31073,1
589,2020-06-01 00:00:00,5221,1
590,2020-06-01 00:00:00,29657,2
591,2020-06-01 00:00:00,13459,1
592,2020-06-01 00:00:00,16972,1
593,2020-06-01 00:00:00,19267,1
594,2020-06-01 00:00:00,2761,1
595,2020-06-01 00:00:00,11188,1
596,2020-06-01 00:00:00,23582,1
597,2020-06-01 00:00:00,29151,1
598,2020-06-01 00:00:00,13675,1
599,2020-06-01 00:00:00,21146,1
600,2020-06-01 00:00:00,11251,1
601,2020-06-01 00:00:00,23050,2
602,2020-06-01 00:00:00,16059,1
603,2020-06-01 00:00:00,31683,1
604,2020-06-01 00:00:00,28522,1
605,2020-06-01 00:00:00,19267,1
606,2020-06-01 00:00:00,13459,1
607,2020-06-01 00:00:00,23337,1
608,2020-06-01 00:00:00,16972,1
609,2020-06-01 00:00:00,16162,1
610,2020-06-01 00:00:00,20209,1
611,2020-06-01 00:00:00,11251,4
612,2020-06-01 00:00:00,1970,2
613,2020-06-01 00:00:00,16972,2
614,2020-06-01 00:00:00,19976,4
615,2020-06-01 00:00:00,13027,1
616,2020-06-01 00:00:00,1782,2
617,2020-06-01 00:00:00,19976,1
618,2020-06-01 00:00:00,17419,1
619,2020-06-01 00:00:00,22987,1
620,2020-06-01 00:00:00,17089,1
621,2020-06-01 00:00:00,3320,1
622,2020-06-01 00:00:00,20131,1
623,2020-06-01 00:00:00,2787,3
624,2020-06-01 00:00:00,29657,1
625,2020-06-01 00:00:00,11199,2
626,2020-06-01 00:00:00,13675,1
627,2020-06-01 00:00:00,5221,1
628,2020-06-01 00:00:00,21690,2
629,2020-06-01 00:00:00,31702,1
630,2020-06-02 00:00:00,23582,1
631,2020-06-02 00:00:00,6923,1
632,2020-06-02 00:00:00,5221,1
633,2020-06-02 00:00:00,26503,1
634,2020-06-02 00:00:00,3320,1
635,2020-06-02 00:00:00,24763,1
636,2020-06-02 00:00:00,29151,2
637,2020-06-02 00:00:00,19281,2
638,2020-06-02 00:00:00,11251,1
639,2020-06-02 00:00:00,3320,2
640,2020-06-02 00:00:00,24763,1
641,2020-06-02 00:00:00,29657,8
642,2020-06-02 00:00:00,23582,1
643,2020-06-02 00:00:00,31265,1
644,2020-06-02 00:00:00,19267,1
645,2020-06-02 00:00:00,31812,1
646,2020-06-02 00:00:00,1782,1
647,2020-06-02 00:00:00,23582,4
648,2020-06-02 00:00:00,28137,10
649,2020-06-02 00:00:00,2113,1
650,2020-06-02 00:00:00,29657,7
651,2020-06-02 00:00:00,11251,1
652,2020-06-02 00:00:00,29657,2
653,2020-06-02 00:00:00,29657,6
654,2020-06-02 00:00:00,11251,1
655,2020-06-02 00:00:00,27179,2
656,2020-06-02 00:00:00,8705,1
657,2020-06-02 00:00:00,29151,1
658,2020-06-02 00:00:00,11251,1
659,2020-06-02 00:00:00,18630,1
660,2020-06-02 00:00:00,18630,1
661,2020-06-02 00:00:00,5221,2
662,2020-06-02 00:00:00,21690,2
663,2020-06-02 00:00:00,17089,1
664,2020-06-02 00:00:00,29151,1
665,2020-06-02 00:00:00,13675,1
666,2020-06-02 00:00:00,29657,8
667,2020-06-02 00:00:00,29657,2
668,2020-06-02 00:00:00,19281,2
669,2020-06-02 00:00:00,16059,1
670,2020-06-02 00:00:00,13459,1
671,2020-06-02 00:00:00,24763,1
672,2020-06-02 00:00:00,1782,3
673,2020-06-02 00:00:00,23337,1
674,2020-06-02 00:00:00,19768,2
675,2020-06-02 00:00:00,22987,1
676,2020-06-02 00:00:00,3320,1
677,2020-06-02 00:00:00,19267,1
678,2020-06-02 00:00:00,1970,1
679,2020-06-02 00:00:00,17419,1
680,2020-06-02 00:00:00,30712,1
681,2020-06-02 00:00:00,29151,1
682,2020-06-02 00:00:00,17419,1
683,2020-06-02 00:00:00,24763,2
684,2020-06-02 00:00:00,3039,1
685,2020-06-02 00:00:00,16972,1
686,2020-06-02 00:00:00,16059,2
687,2020-06-02 00:00:00,26503,1
688,2020-06-02 00:00:00,24763,1
689,2020-06-02 00:00:00,18630,1
690,2020-06-02 00:00:00,20150,2
691,2020-06-02 00:00:00,3320,2
692,2020-06-02 00:00:00,26503,1
693,2020-06-02 00:00:00,29657,4
694,2020-06-02 00:00:00,18630,1
695,2020-06-02 00:00:00,2113,1
696,2020-06-02 00:00:00,20209,1
697,2020-06-02 00:00:00,18630,1
698,2020-06-02 00:00:00,29657,8
699,2020-06-02 00:00:00,28522,1
